property_title,availability_number,promotion_label,property_type,bedrooms,bathrooms,furnish_type,apart_size,rating,city,capacity,price,currency,date,month,day,year,quarter,rental_period
Fancy and Nice Studio at 12th Floor Green Park View Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,24 sqm,5.0,Daan Mogot,2.0,2900000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable with Wardrobe Room 1BR Kalibata City Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,28 sqm,5.0,Kalibata,2.0,4090000,IDR,2025-01-16,1,16,2025,1,monthly
Relaxing and Homey Studio Osaka Riverview PIK 2 Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,14 sqm,New,PIK 2,2.0,1701000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Nice 3BR at Northland Ancol Apartment By Travelio,1.0,GOOD DEAL,Apartment,3,2,Full Furnished,67 sqm,5.0,Ancol,5.0,5500000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Relaxing 2BR (No Kitchen) Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,36 sqm,5.0,PIK 2,3.0,4500000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look 2BR at Green Bay Pluit Apartment By Travelio,1.0,Favourite,Apartment,2,1,Full Furnished,35 sqm,5.0,Pluit,3.0,4890000,IDR,2025-01-16,1,16,2025,1,monthly
Best Deal and Comfortable 1BR Fatmawati City Center Apartment By Travelio,1.0,Disc+Cashbac,Apartment,1,1,Full Furnished,34 sqm,New,Fatmawati,2.0,7990000,IDR,2025-01-16,1,16,2025,1,monthly
Fully Furnished Studio at 11th Floor Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2740000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant Studio Room at Puri Mansion Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Kembangan,1.0,3636000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Cozy 2BR Green Bay Pluit Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,37 sqm,New,Pluit,3.0,4540000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Homey 2BR Apartment with Private Lift at The Kencana Residence By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,96 sqm,New,Pondok Indah,3.0,18740000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look and Comfortable 2BR at Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,30 sqm,5.0,Cipinang,4.0,5000000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Stylisth Studio at Puri Mansion Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,4.8,Kembangan,2.0,3700000,IDR,2025-01-16,1,16,2025,1,monthly
Simply and Cozy 2BR at Pluit Sea View Apartment By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,35 sqm,5.0,Pluit,3.0,3141000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Studio Apartment at Taman Anggrek Residences By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,33 sqm,4.9,Tanjung Duren,2.0,5950000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Cozy 2BR Apartment at Gading Nias Residence By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,29 sqm,5.0,Kelapa Gading,4.0,3140000,IDR,2025-01-16,1,16,2025,1,monthly
Good Place and Homey 1BR at Gading Icon Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,36 sqm,New,Pulo Gadung,2.0,3590000,IDR,2025-01-16,1,16,2025,1,monthly
Tranquil and Homey Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3100000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Tranquil 2BR Apartment at Gading Nias Residences By Travelio,1.0,BIG SALE,Apartment,2,1,Full Furnished,35 sqm,4.9,Kelapa Gading,4.0,2772000,IDR,2025-01-16,1,16,2025,1,monthly
Stunning and Spacious 2BR at Casablanca Apartment By Travelio,1.0,Flash Sale,Apartment,2,2,Full Furnished,120 sqm,4.1,Casablanca,4.0,18200000,IDR,2025-01-16,1,16,2025,1,monthly
Warm and Simply Look Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,4.9,PIK 2,2.0,3100000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable Studio at Puri Mansion Apartment near Puri Mall By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,New,Kembangan,2.0,4000000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Minimalist 2BR Apartment at Green Park View By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,5.0,Daan Mogot,3.0,3890000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Simply Look Studio Belmont Residence Puri Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Kembangan,2.0,3597150,IDR,2025-01-16,1,16,2025,1,monthly
Luxurious 2BR at Sudirman Suites Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,72 sqm,4.9,Sudirman,3.0,28000000,IDR,2025-01-16,1,16,2025,1,monthly
Best Deal and Restful 2BR Apartment Aspen Residence By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,53 sqm,New,Fatmawati,3.0,9158925,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Enjoy 1BR at Sudirman Suites Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Full Furnished,42 sqm,5.0,Sudirman,2.0,13243500,IDR,2025-01-16,1,16,2025,1,monthly
Good and Homey Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3090000,IDR,2025-01-16,1,16,2025,1,monthly
Relaxing Studio at Daan Mogot City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,38 sqm,5.0,Daan Mogot,2.0,5100000,IDR,2025-01-16,1,16,2025,1,monthly
Good Choice and Homey 2BR Apartment Northland Ancol By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,41 sqm,New,Ancol,3.0,3690000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable 2BR Bassura City Apartment near Bassura Mall By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,30 sqm,5.0,Cipinang,4.0,4269500,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Wonderful 2BR Ciputra International Apartment By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,76 sqm,New,Cengkareng,4.0,8590000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay Studio at Citra Living Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,22 sqm,5.0,Kalideres,1.0,3500000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious Pent House 3BR at Sunter Park View Apartment By Travelio,1.0,tidak ada promo,Apartment,3,3,Full Furnished,152 sqm,5.0,Sunter,4.0,15900000,IDR,2025-01-16,1,16,2025,1,monthly
Well Furnished and Comfy 2BR at Green Park View Apartment By Travelio,1.0,BIG SALE,Apartment,2,1,Full Furnished,33 sqm,4.8,Daan Mogot,3.0,2752000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort 2BR Apartment at Menteng Square By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,30 sqm,4.8,Menteng,3.0,5140000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Modern 2BR Seasons City Apartment with City View By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,42 sqm,5.0,Tambora,3.0,6440000,IDR,2025-01-16,1,16,2025,1,monthly
Best Deal Studio Apartment at Mangga Dua Residence By Travelio,1.0,Disc+Cashbac,Apartment,Studio,1,Full Furnished,26 sqm,4.9,Mangga Dua,2.0,3240000,IDR,2025-01-16,1,16,2025,1,monthly
Studio Kebayoran Icon Apartment near Gandaria City Mall By Travelio,5.0,Favourite,Apartment,Studio,1,Full Furnished,21 sqm,4.9,Kebayoran Lama,2.0,4890000,IDR,2025-01-16,1,16,2025,1,monthly
Restful Studio Room Tokyo Riverside PIK 2 Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3112890,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Comfort Stay 3BR Green Bay Pluit Apartment By Travelio,1.0,tidak ada promo,Apartment,3,1,Full Furnished,49 sqm,New,Pluit,4.0,6140000,IDR,2025-01-16,1,16,2025,1,monthly
Great Location and Homey Studio Gold Coast Apartment near PIK By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,28 sqm,5.0,Pantai Indah Kapuk,2.0,7450000,IDR,2025-01-16,1,16,2025,1,monthly
Simply and Compact Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3490000,IDR,2025-01-16,1,16,2025,1,monthly
Compact and Nice Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,4.8,PIK 2,2.0,3140000,IDR,2025-01-16,1,16,2025,1,monthly
Modern and Comfortable Studio at Green Sedayu Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,28 sqm,New,Cengkareng,2.0,5490000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Studio Room at Kebagusan City Apartment By Travelio,1.0,Limited Time,Apartment,Studio,1,Full Furnished,21 sqm,4.8,Kebagusan,2.0,3140000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Comfy 2BR Signature Park Tebet Apartment By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,38 sqm,5.0,Tebet,3.0,6240000,IDR,2025-01-16,1,16,2025,1,monthly
Good Location with Simply Furnished 1BR Apartment Woodland Park Residence By Travelio,1.0,GOOD DEAL,Apartment,1,1,Full Furnished,40 sqm,4.9,Kalibata,2.0,6000001,IDR,2025-01-16,1,16,2025,1,monthly
Best Price 3BR at Bassura City Apartment By Travelio,1.0,Disc+Cashbac,Apartment,3,1,Full Furnished,43 sqm,5.0,Cipinang,4.0,6090000,IDR,2025-01-16,1,16,2025,1,monthly
Simply Furnished Studio at Menteng Park Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,33 sqm,5.0,Menteng,2.0,8240000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Living 1BR Bellezza Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,52 sqm,5.0,Permata Hijau,2.0,9788300,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Living 2BR Apartment at Bassura City near Mall By Travelio,1.0,Disc+Cashbac,Apartment,2,1,Full Furnished,34 sqm,5.0,Cipinang,3.0,3540000,IDR,2025-01-16,1,16,2025,1,monthly
Warm and Comfort Stay 2BR at Green Park View Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,33 sqm,5.0,Daan Mogot,3.0,3720000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable and Simple Studio at Sunter Park View Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,22 sqm,5.0,Sunter,2.0,3140000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Homey 2BR at Pluit Sea View Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,42 sqm,4.9,Pluit,4.0,3750000,IDR,2025-01-16,1,16,2025,1,monthly
Good Choice and Homey 2BR Apartment at Belmont Residence Puri By Travelio,1.0,New,Apartment,2,1,Full Furnished,43 sqm,5.0,Kembangan,3.0,6340000,IDR,2025-01-16,1,16,2025,1,monthly
Great Choice and Homey 2BR at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,36 sqm,5.0,PIK 2,3.0,4440000,IDR,2025-01-16,1,16,2025,1,monthly
Good Deal and Comfort 2BR at Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,34 sqm,5.0,Cipinang,3.0,4840000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant 2BR at The Mansion Kemayoran Apartment near JIEXPO Kemayoran By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,60 sqm,5.0,Kemayoran,4.0,7727050,IDR,2025-01-16,1,16,2025,1,monthly
Modern 2BR at at Bellezza Apartment By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,81 sqm,5.0,Permata Hijau,4.0,13500000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Nice 2BR at Puri Orchard Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,50 sqm,5.0,Cengkareng,3.0,6740000,IDR,2025-01-16,1,16,2025,1,monthly
Warm and Comfortable Studio Room at Tifolia Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Pulo Gadung,2.0,3690000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Minimalist Studio at City Home Gading Riverview (MOI) Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,37 sqm,5.0,Kelapa Gading,2.0,5600000,IDR,2025-01-16,1,16,2025,1,monthly
Madison Park 2BR Apartment near To Central Park By Travelio,1.0,BIG SALE,Apartment,2,1,Full Furnished,52 sqm,4.6,Tanjung Duren,3.0,6740000,IDR,2025-01-16,1,16,2025,1,monthly
Good and Homey 2BR at Nifarro Park Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,51 sqm,4.8,Pasar Minggu,3.0,7150000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Studio at 7th Floor Tokyo Riverside PIK 2 Apartment By Travelio,1.0,Favourite,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3200000,IDR,2025-01-16,1,16,2025,1,monthly
Wonderful and Homey 3BR Green Sedayu Apartment By Travelio,1.0,tidak ada promo,Apartment,3,2,Full Furnished,62 sqm,5.0,Cengkareng,4.0,12000000,IDR,2025-01-16,1,16,2025,1,monthly
Homey 2BR at Green Bay Pluit Apartment near Mall By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,37 sqm,5.0,Pluit,4.0,4860000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look and Cozy Studio at Puri Orchard Apartment By Travelio,1.0,NEW UNIT,Apartment,Studio,1,Full Furnished,35 sqm,New,Cengkareng,2.0,4040000,IDR,2025-01-16,1,16,2025,1,monthly
Wonderful and Homey 2BR at Kuningan Place Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,61 sqm,5.0,Setiabudi,3.0,8300000,IDR,2025-01-16,1,16,2025,1,monthly
Fully Furnished and Modern Studio at Tokyo Riverside Apartment PIK 2 By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2740000,IDR,2025-01-16,1,16,2025,1,monthly
Fully Furnished and Comfy Studio Apartment Vittoria Residence By Travelio,1.0,BIG SALE,Apartment,Studio,1,Full Furnished,29 sqm,5.0,Cengkareng,2.0,3287000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Comfortable 1BR Apartment Arumaya Residence By Travelio,1.0,GOOD DEAL,Apartment,1,1,Full Furnished,44 sqm,5.0,Lebak Bulus,2.0,11600000,IDR,2025-01-16,1,16,2025,1,monthly
Homey Studio Apartment at Capitol Suites By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,36 sqm,5.0,Senen,2.0,9700000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Living Bassura City Studio Apartment near Mall By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,20 sqm,4.9,Cipinang,2.0,3500000,IDR,2025-01-16,1,16,2025,1,monthly
Simple and Cozy Studio at Green Palace Kalibata Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,17 sqm,5.0,Kalibata,2.0,4040000,IDR,2025-01-16,1,16,2025,1,monthly
Modern 2BR With City View at Pancoran Riverside Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,32 sqm,4.9,Pancoran,3.0,3900000,IDR,2025-01-16,1,16,2025,1,monthly
Strategic 1BR at Bassura City Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Full Furnished,25 sqm,4.9,Cipinang,2.0,4000000,IDR,2025-01-16,1,16,2025,1,monthly
Golf View 2BR at The Mansion Kemayoran Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,57 sqm,5.0,Kemayoran,4.0,6500000,IDR,2025-01-16,1,16,2025,1,monthly
Compact Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3500000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Elegant 3BR Apartment for 6 Pax at Taman Rasuna Kuningan By Travelio,1.0,Flash Sale,Apartment,3,2,Full Furnished,89 sqm,5.0,Rasuna Said,6.0,10540000,IDR,2025-01-16,1,16,2025,1,monthly
Modern 2BR at Seasons City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,41 sqm,4.9,Tambora,4.0,5800000,IDR,2025-01-16,1,16,2025,1,monthly
Chic and Cozy Studio Apartment Green Palace Kalibata By Travelio,1.0,NEW UNIT,Apartment,Studio,1,Full Furnished,21 sqm,New,Kalibata,2.0,3590000,IDR,2025-01-16,1,16,2025,1,monthly
Combined and Comfort Stay 2BR Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,57 sqm,5.0,PIK 2,4.0,7500000,IDR,2025-01-16,1,16,2025,1,monthly
Luxurious Studio Room At Menteng Park Apartment by Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,32 sqm,4.9,Menteng,2.0,8290000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Living 2BR Apartment at Vittoria Residence By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,43 sqm,New,Cengkareng,3.0,5090000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Minimalist Style Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,NEW UNIT,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,2640000,IDR,2025-01-16,1,16,2025,1,monthly
Homey 2BR Apartment at Citra Living By Travelio,1.0,NEW UNIT,Apartment,2,1,Full Furnished,41 sqm,5.0,Kalideres,3.0,6140000,IDR,2025-01-16,1,16,2025,1,monthly
Good Price and Homey 1BR at Gold Coast Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,44 sqm,4.8,Pantai Indah Kapuk,2.0,11500000,IDR,2025-01-16,1,16,2025,1,monthly
Exclusive Studio at Gold Coast Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,44 sqm,5.0,Pantai Indah Kapuk,2.0,8890000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay 2BR Green Bay Pluit Apartment By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,35 sqm,4.9,Pluit,3.0,4540000,IDR,2025-01-16,1,16,2025,1,monthly
Pool View 2BR Apartment at Casablanca East Residences By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,30 sqm,4.8,Pondok Bambu,3.0,2475000,IDR,2025-01-16,1,16,2025,1,monthly
Great Location 2BR Apartment Seasons City Latumenten By Travelio,1.0,NEW UNIT,Apartment,2,1,Full Furnished,41 sqm,New,Tambora,4.0,5940000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay Studio at 38th Floor Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3650000,IDR,2025-01-16,1,16,2025,1,monthly
Good Deal and Homey Studio Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,24 sqm,5.0,Cipinang,2.0,4340000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Minimalist 1BR Puri Orchard Apartment By Travelio,1.0,NEW UNIT,Apartment,1,1,Full Furnished,35 sqm,New,Cengkareng,2.0,4290000,IDR,2025-01-16,1,16,2025,1,monthly
Modern 2BR with Private Lift at Masterpiece The Epicentrum Kuningan Apartment By Travelio,1.0,Flash Sale,Apartment,2,2,Full Furnished,83 sqm,5.0,Epicentrum,3.0,13800000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Strategic Studio Apartment at Bassura City By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Cipinang,2.0,4090000,IDR,2025-01-16,1,16,2025,1,monthly
Great Location and Simply Look 1BR Green Palace Kalibata Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,29 sqm,New,Kalibata,4.0,4500000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Best Location Studio Room at Bassura City Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,20 sqm,5.0,Cipinang,2.0,3546000,IDR,2025-01-16,1,16,2025,1,monthly
Stunning and Homey Studio Capitol Suites Apartment By Travelio,1.0,Limited Time,Apartment,Studio,1,Full Furnished,28 sqm,4.9,Senen,2.0,8390000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort 2BR Apartment at Gading Nias Residence By Travelio,1.0,BIG SALE,Apartment,2,1,Full Furnished,35 sqm,New,Kelapa Gading,3.0,2512000,IDR,2025-01-16,1,16,2025,1,monthly
Strategic 3BR Apartment Aspen Residence near One Belpark Mall By Travelio,1.0,tidak ada promo,Apartment,3,2,Full Furnished,85 sqm,5.0,Fatmawati,4.0,11340000,IDR,2025-01-16,1,16,2025,1,monthly
Mini Studio Room Apartment at Tifolia By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,4.9,Pulo Gadung,2.0,3600000,IDR,2025-01-16,1,16,2025,1,monthly
New Furnished and Homey Studio at Apartment Kebayoran Icon By Travelio,6.0,Favourite,Apartment,Studio,1,Full Furnished,27 sqm,4.9,Kebayoran Lama,2.0,5090000,IDR,2025-01-16,1,16,2025,1,monthly
Good and Spacious 3BR at Taman Rasuna Apartment By Travelio,1.0,GOOD DEAL,Apartment,3,2,Full Furnished,89 sqm,New,Rasuna Said,5.0,10000000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Living 2BR at Pluit Sea View Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,42 sqm,5.0,Pluit,3.0,3940000,IDR,2025-01-16,1,16,2025,1,monthly
Homey Living Studio Room at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3300000,IDR,2025-01-16,1,16,2025,1,monthly
Fully Furnished with Comfortable Design 1BR Apartment at Pejaten Park Residence By Travelio,1.0,Flash Sale,Apartment,1,1,Full Furnished,41 sqm,5.0,Pejaten,2.0,6870000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Spacious 2BR Apartment at Aspen Residence By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,47 sqm,5.0,Fatmawati,3.0,8150000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look Studio at Kebagusan City Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,22 sqm,5.0,Kebagusan,2.0,3700000,IDR,2025-01-16,1,16,2025,1,monthly
Good Furnished Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,New,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3240000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Nice Studio Loft Apartment at Apple 1 Condovilla By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,20 sqm,4.9,Pasar Minggu,2.0,5990000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Elegant 1BR at Puri Orchard Apartment By Travelio,1.0,Flash Sale,Apartment,1,1,Full Furnished,35 sqm,New,Cengkareng,2.0,4041000,IDR,2025-01-16,1,16,2025,1,monthly
Restful and Comfortable 3BR at Casablanca Mansion Apartment By Travelio,1.0,tidak ada promo,Apartment,3,2,Full Furnished,62 sqm,New,Casablanca,4.0,10190000,IDR,2025-01-16,1,16,2025,1,monthly
City View Studio Apartment at Puri Orchard By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,5.0,Cengkareng,2.0,4539999,IDR,2025-01-16,1,16,2025,1,monthly
Warm and Comfy 2BR Apartment at Vittoria Residence By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,43 sqm,New,Cengkareng,3.0,5090000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Stunning 2BR at Kalibata City Apartment By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,28 sqm,5.0,Kalibata,3.0,3860000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay and Great Location 2BR Kalibata City Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,33 sqm,New,Kalibata,3.0,3600000,IDR,2025-01-16,1,16,2025,1,monthly
Good Place and Comfy Studio at Ancol Mansion Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,33 sqm,New,Ancol,2.0,4300000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Living and Nice Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,2500000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Comfy Studio at Amethyst Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,32 sqm,4.9,Gunung Sahari,2.0,4370000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Comfy 1BR Apartment at Northland Ancol By Travelio,1.0,BIG SALE,Apartment,1,1,Full Furnished,27 sqm,5.0,Ancol,2.0,2960000,IDR,2025-01-16,1,16,2025,1,monthly
City View Studio Puri Orchard Apartment By Travelio,1.0,Favourite,Apartment,Studio,1,Full Furnished,26 sqm,4.8,Cengkareng,2.0,3790000,IDR,2025-01-16,1,16,2025,1,monthly
Fancy and Nice Studio at Daan Mogot City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,4.9,Daan Mogot,2.0,4250000,IDR,2025-01-16,1,16,2025,1,monthly
Classic Homey Studio at 31st Floor Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3140000,IDR,2025-01-16,1,16,2025,1,monthly
Modern and Comfortable 3BR Menara Jakarta Kemayoran Apartment By Travelio,1.0,GOOD DEAL,Apartment,3,2,Full Furnished,76 sqm,New,Kemayoran,4.0,9000000,IDR,2025-01-16,1,16,2025,1,monthly
Exclusive and Homey 2BR Apartment Arumaya Residence By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,61 sqm,5.0,Lebak Bulus,4.0,16200000,IDR,2025-01-16,1,16,2025,1,monthly
