property_title,availability_number,promotion_label,property_type,bedrooms,bathrooms,furnish_type,apart_size,rating,city,capacity,price,currency,date,month,day,year,quarter,rental_period
Homey 2BR Unfurnished with AC at Apartment Aspen Residence By Travelio,1.0,tidak ada promo,Apartment,2,1,Unfurnished,66 sqm,0,Fatmawati,0.0,7640000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Nice Studio at Puri Park View Apartment By Travelio,1.0,BIG SALE,Apartment,Studio,1,Full Furnished,22 sqm,5.0,Kembangan,2.0,2472000,IDR,2025-01-16,1,16,2025,1,monthly
2BR Unfurnished at 7th Floor Oak Tower Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Unfurnished,43 sqm,0,Pulo Gadung,0.0,3000000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Spacious 3BR Mediterania Garden Residence 1 Apartment By Travelio,1.0,tidak ada promo,Apartment,3,2,Full Furnished,93 sqm,New,Tanjung Duren,5.0,11000000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Nice 2BR at Taman Rasuna Kuningan Apartment By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,73 sqm,4.8,Rasuna Said,4.0,9590000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Comfort Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3140000,IDR,2025-01-16,1,16,2025,1,monthly
Brand New 1BR with Working Room at Daan Mogot City Apartment By Travelio,1.0,Flash Sale,Apartment,1,1,Full Furnished,48 sqm,5.0,Daan Mogot,2.0,5360000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy 2BR Without Living Room at Osaka Riverview PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,25 sqm,New,PIK 2,3.0,3700000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy Studio Unfurnished with AC at Ciputra World 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,23 sqm,0,Karet Kuningan,0.0,6140000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant 2BR at The Mansion Kemayoran Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,60 sqm,5.0,Kemayoran,5.0,7290000,IDR,2025-01-16,1,16,2025,1,monthly
Good Choice and Nice 1BR at Northland Ancol Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,31 sqm,5.0,Ancol,2.0,3500000,IDR,2025-01-16,1,16,2025,1,monthly
Best Studio Unfurnished with AC at Apartment Green Sedayu By Travelio,1.0,Limited Time,Apartment,1,1,Unfurnished,28 sqm,0,Cengkareng,0.0,3553000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Simply Studio Tamansari Semanggi Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,37 sqm,4.9,Semanggi,2.0,7145000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Nice Studio Apartment at Puri Mansion By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Kembangan,2.0,3400000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Homey 2BR at Marina Ancol Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,45 sqm,5.0,Ancol,3.0,5140000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Comfort 3BR Apartment at Cilandak 88 Condominium By Travelio,1.0,Flash Sale,Apartment,3,2,Full Furnished,200 sqm,New,Cilandak,5.0,19700000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Living and Homey Studio Fatmawati City Center Apartment By Travelio,1.0,BIG SALE,Apartment,Studio,1,Full Furnished,25 sqm,New,Fatmawati,2.0,6190000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort 2BR Loft Apartment at Maqna Residence By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,80 sqm,4.9,Kembangan,4.0,9440000,IDR,2025-01-16,1,16,2025,1,monthly
Homey 2BR Unfurnished at Samesta East Point Apartment By Travelio,1.0,NEW,Apartment,2,1,Unfurnished,44 sqm,0,Cakung,0.0,2000000,IDR,2025-01-16,1,16,2025,1,monthly
Unfurnished 2BR Apartment at 15th Floor Gading Nias Residence By Travelio,1.0,Limited Time,Apartment,2,1,Unfurnished,29 sqm,0,Kelapa Gading,0.0,2080500,IDR,2025-01-16,1,16,2025,1,monthly
Nice View Studio Unfurnished Apartment Samesta Mahata Tanjung Barat By Travelio,1.0,Limited Time,Apartment,1,1,Unfurnished,22 sqm,0,Jagakarsa,0.0,3125500,IDR,2025-01-16,1,16,2025,1,monthly
Gorgeous Studio Loft Apple 1 Condovilla Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,20 sqm,4.9,Pasar Minggu,2.0,5660000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious 3BR Unfurnished with AC at Parama Apartment By Travelio,1.0,Limited Time,Apartment,3,1,Unfurnished,135 sqm,0,Cilandak,0.0,12910500,IDR,2025-01-16,1,16,2025,1,monthly
Posh 2BR with Private Lift at Masterpiece The Epicentrum Kuningan Apartment By Travelio,1.0,Favourite,Apartment,2,2,Full Furnished,105 sqm,5.0,Epicentrum,4.0,15790000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Cozy Studio Apartment at Taman Anggrek Residence By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,5.0,Tanjung Duren,2.0,5900000,IDR,2025-01-16,1,16,2025,1,monthly
Modern 1BR Tamansari Semanggi Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Full Furnished,37 sqm,4.9,Semanggi,2.0,7190000,IDR,2025-01-16,1,16,2025,1,monthly
Simply and Homey Unfurnished Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,21 sqm,0,PIK 2,0.0,1440000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist Unfurnished Studio with AC at Green Park View Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,23 sqm,0,Daan Mogot,0.0,2200000,IDR,2025-01-16,1,16,2025,1,monthly
2BR Unfurnished at 17th Floor Bassura City Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Unfurnished,28 sqm,0,Cipinang,0.0,3850000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy 2BR Unfurnished at Sentraland Cengkareng Apartment By Travelio,1.0,Limited Time,Apartment,2,1,Unfurnished,47 sqm,0,Cengkareng,0.0,3505500,IDR,2025-01-16,1,16,2025,1,monthly
Homey Studio Room at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3000000,IDR,2025-01-16,1,16,2025,1,monthly
Good Deal and Simply Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,21 sqm,4.8,PIK 2,2.0,3112890,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Relaxing 3BR Apartment at Green Palm Residence By Travelio,1.0,tidak ada promo,Apartment,3,2,Full Furnished,57 sqm,5.0,Cengkareng,6.0,6500000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Elegant 1BR at Sedayu City Suites Kelapa Gading Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,42 sqm,5.0,Kelapa Gading,2.0,8000000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Comfort Living 1BR at Puri Orchard Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,35 sqm,5.0,Cengkareng,2.0,5276000,IDR,2025-01-16,1,16,2025,1,monthly
Fancy Look 2BR at West Vista Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,59 sqm,4.9,Cengkareng,3.0,8190000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Studio Apartment Taman Anggrek Residence By Travelio,1.0,NEW UNIT,Apartment,Studio,1,Full Furnished,26 sqm,New,Tanjung Duren,2.0,5240000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Elegant Designed 3BR Apartment at Taman Anggrek Residence By Travelio,1.0,BIG SALE,Apartment,3,2,Full Furnished,50 sqm,New,Tanjung Duren,4.0,10190000,IDR,2025-01-16,1,16,2025,1,monthly
Strategic Unfurnished Studio at 3rd Floor Citra Living Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,22 sqm,0,Kalideres,0.0,2640000,IDR,2025-01-16,1,16,2025,1,monthly
Lovely 2BR Apartment at Belmont Residence Puri By Travelio,1.0,NEW UNIT,Apartment,2,1,Full Furnished,43 sqm,New,Kembangan,3.0,5540000,IDR,2025-01-16,1,16,2025,1,monthly
Unfurnished Studio with AC at 16th Floor Green Sedayu Apartment By Travelio,1.0,Diskon 10%,Apartment,1,1,Unfurnished,28 sqm,0,Cengkareng,0.0,3490000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy 2BR Apartment Metro Park Residence near Puri By Travelio,1.0,BIG SALE,Apartment,2,1,Full Furnished,53 sqm,4.8,Kebon Jeruk,4.0,5590000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Minimalist Studio Apartment at Belmont Residence Puri By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,22 sqm,4.5,Kembangan,2.0,4040000,IDR,2025-01-16,1,16,2025,1,monthly
Good and Cozy Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3090000,IDR,2025-01-16,1,16,2025,1,monthly
Premium and Comfortable 2BR Apartment at Royal Olive Residence By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,51 sqm,5.0,Pejaten,3.0,8984250,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Relaxing 2BR Apartment at Corner Vittoria Residence By Travelio,1.0,NEW UNIT,Apartment,2,1,Full Furnished,47 sqm,New,Cengkareng,3.0,4640000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy 2BR Unfurnished Apartment with AC at Gading Nias Residence By Travelio,1.0,GOOD DEAL,Apartment,2,1,Unfurnished,35 sqm,0,Kelapa Gading,0.0,2340000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy Studio Unfurnished at Samesta East Point Apartment By Travelio,1.0,NEW,Apartment,1,1,Unfurnished,28 sqm,0,Cakung,0.0,1750000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist Emerald 2BR Apartment at Gading Nias Residences By Travelio,1.0,BIG SALE,Apartment,2,1,Full Furnished,35 sqm,4.5,Kelapa Gading,3.0,2552000,IDR,2025-01-16,1,16,2025,1,monthly
Best Strategic Studio (No Kitchen) at Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,19 sqm,5.0,Cipinang,2.0,3549000,IDR,2025-01-16,1,16,2025,1,monthly
2BR Green Central City Glodok Apartment near Shopping Centre By Travelio,1.0,BIG SALE,Apartment,2,1,Full Furnished,64 sqm,4.8,Glodok,3.0,6530000,IDR,2025-01-16,1,16,2025,1,monthly
Simply Modern Studio Menteng Park Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,33 sqm,4.9,Menteng,2.0,7900000,IDR,2025-01-16,1,16,2025,1,monthly
Homey 1BR Menteng Square Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,27 sqm,4.9,Menteng,1.0,4500000,IDR,2025-01-16,1,16,2025,1,monthly
Classic Style 2BR At Red Top Apartment near Juanda By Travelio,1.0,BIG SALE,Apartment,2,2,Full Furnished,106 sqm,5.0,Gambir,4.0,7090000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist and Comfort Living 1BR at Gading Icon Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,32 sqm,5.0,Pulo Gadung,2.0,3540000,IDR,2025-01-16,1,16,2025,1,monthly
Well Furnished and Restful Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2976500,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable 2BR with Private Lift at Masterpiece The Epicentrum Kuningan Apartment By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,85 sqm,4.9,Epicentrum,4.0,15400000,IDR,2025-01-16,1,16,2025,1,monthly
Studio Unfurnished with AC Apartment at Elpis Residence By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,23 sqm,0,Gunung Sahari,0.0,3290000,IDR,2025-01-16,1,16,2025,1,monthly
Modern and Compact Studio at Tokyo Riverside PIK 2 Apartement By Travelio,1.0,NEW UNIT,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2940000,IDR,2025-01-16,1,16,2025,1,monthly
Best Choice and Restful Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,4.5,PIK 2,2.0,3589000,IDR,2025-01-16,1,16,2025,1,monthly
Unfurnished 1BR with AC at Fatmawati City Center Apartment By Travelio,1.0,Limited Time,Apartment,1,1,Unfurnished,32 sqm,0,Fatmawati,0.0,6403000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort 2BR Stay at Mediterania Garden Residence 1 Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,39 sqm,New,Tanjung Duren,3.0,6090000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Stay 2BR at Mediterania Boulevard Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,43 sqm,New,Kemayoran,3.0,5590000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look Studio Apartment at Metro Park Residence Kebun Jeruk By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,27 sqm,5.0,Kebon Jeruk,2.0,4590000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Good Place Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3190000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy Strategic 2BR at Puri Park View Apartment By Travelio,1.0,Disc+Cashbac,Apartment,2,1,Full Furnished,35 sqm,5.0,Kembangan,3.0,3471285,IDR,2025-01-16,1,16,2025,1,monthly
Serene and Cozy Studio at Citra Living Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,22 sqm,New,Kalideres,2.0,3890000,IDR,2025-01-16,1,16,2025,1,monthly
Fabulous 1BR The Mansion Kemayoran Apartment By Travelio,1.0,BIG SALE,Apartment,1,1,Full Furnished,33 sqm,5.0,Kemayoran,3.0,4740000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Enjoy Studio at Sudirman Suites Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,40 sqm,5.0,Sudirman,2.0,13845320,IDR,2025-01-16,1,16,2025,1,monthly
Modern Design and Cozy Studio at Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,17 sqm,5.0,Cipinang,2.0,4039000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,Favourite,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3200000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Living Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3140000,IDR,2025-01-16,1,16,2025,1,monthly
Good Deal and Comfy 2BR Kebagusan City Apartment By Travelio,1.0,Favourite,Apartment,2,1,Full Furnished,35 sqm,4.8,Kebagusan,3.0,5390000,IDR,2025-01-16,1,16,2025,1,monthly
Restful and Modern Studio Bintaro Park View Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,22 sqm,New,Pesanggrahan,2.0,3790000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy 2BR Unfurnished at Sentraland Cengkareng Apartment By Travelio,1.0,Limited Time,Apartment,2,1,Unfurnished,52 sqm,0,Cengkareng,0.0,3600500,IDR,2025-01-16,1,16,2025,1,monthly
1BR Unfurnished at 16th Floor Paladian Park Kelapa Gading Apartment By Travelio,1.0,Limited Time,Apartment,1,1,Unfurnished,64 sqm,0,Kelapa Gading,0.0,4978000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Studio Bintaro Park View Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,22 sqm,5.0,Pesanggrahan,2.0,3890000,IDR,2025-01-16,1,16,2025,1,monthly
Brand New Studio Room at Daan Mogot City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,32 sqm,5.0,Daan Mogot,2.0,4090000,IDR,2025-01-16,1,16,2025,1,monthly
1BR Sky Terrace Lagoon Condo Apartment near Daan Mogot Mall By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,36 sqm,5.0,Kalideres,2.0,4990000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Comfort Studio Apartment at Taman Anggrek Residence By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,4.5,Tanjung Duren,2.0,5840000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look and Restful Studio at Tokyo Riverside Apartment PIK 2 By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,4.7,PIK 2,2.0,3300000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Serene Studio at Ciputra World 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,23 sqm,New,Karet Kuningan,1.0,9040000,IDR,2025-01-16,1,16,2025,1,monthly
2BR Unfurnished with AC at 6th Floor Green Pramuka City Apartment By Travelio,1.0,Limited Time,Apartment,2,1,Unfurnished,34 sqm,0,Cempaka Putih,0.0,3553000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable and Modern Look 3BR Apartment Jakarta Residence By Travelio,1.0,BIG SALE,Apartment,3,2,Full Furnished,87 sqm,New,Thamrin,6.0,10490000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look Studio Apartment at Taman Anggrek Residence By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,New,Tanjung Duren,2.0,5790000,IDR,2025-01-16,1,16,2025,1,monthly
South Tower 2BR at L'Avenue Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,70 sqm,5.0,Pancoran,3.0,13890000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Comfy 1BR at Northland Ancol Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,41 sqm,4.7,Ancol,2.0,5000000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay Studio Apartment at Woodland Park Residence By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,28 sqm,5.0,Kalibata,2.0,5200000,IDR,2025-01-16,1,16,2025,1,monthly
Gorgeous 2BR Green Pramuka City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,34 sqm,4.9,Cempaka Putih,3.0,5195000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist and Cozy 1BR at Vasaka Solterra Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,38 sqm,New,Pasar Minggu,2.0,9000000,IDR,2025-01-16,1,16,2025,1,monthly
Restful Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3250000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Great Location Studio at Gold Coast Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,29 sqm,New,Pantai Indah Kapuk,2.0,8090000,IDR,2025-01-16,1,16,2025,1,monthly
Simple Studio Bassura City Apartment By Travelio,1.0,Favourite,Apartment,Studio,1,Full Furnished,19 sqm,5.0,Cipinang,2.0,4000000,IDR,2025-01-16,1,16,2025,1,monthly
Great Deal and Homey Studio at West Vista Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,34 sqm,New,Cengkareng,2.0,4340000,IDR,2025-01-16,1,16,2025,1,monthly
Restful and Homey 2BR at Kedoya Elok Apartment By Travelio,1.0,BIG SALE,Apartment,2,2,Full Furnished,114 sqm,New,Kedoya Selatan,3.0,11790000,IDR,2025-01-16,1,16,2025,1,monthly
Fancy and Nice Studio at Citra Living Apartment By Travelio,1.0,BIG SALE,Apartment,Studio,1,Full Furnished,22 sqm,4.9,Kalideres,1.0,3072000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Great Deal Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3590000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant 2BR at Empyreal The Epicentrum Kuningan Apartment By Travelio,1.0,Up To 1JT,Apartment,2,2,Full Furnished,86 sqm,5.0,Epicentrum,3.0,13690000,IDR,2025-01-16,1,16,2025,1,monthly
Nice 1BR Unfurnished with AC at Maple Park Sunter Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,33 sqm,0,Sunter,0.0,3200000,IDR,2025-01-16,1,16,2025,1,monthly
Functional 2BR at GP Plaza Apartment By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,51 sqm,4.9,Slipi,3.0,7890000,IDR,2025-01-16,1,16,2025,1,monthly
Posh 2BR Apartment at Green Bay Pluit By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,35 sqm,4.9,Pluit,4.0,4750000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Comfortable 1BR Apartment at Pejaten Park Residence By Travelio,1.0,GOOD DEAL,Apartment,1,1,Full Furnished,41 sqm,New,Pejaten,2.0,7150000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist and Simply Look 1BR Puri Mansion Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,37 sqm,5.0,Kembangan,2.0,5790000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Comfort 2BR Apartment at Gading Nias Residence By Travelio,1.0,BIG SALE,Apartment,2,1,Full Furnished,29 sqm,5.0,Kelapa Gading,4.0,2432000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable and Big Studio at Green Palm Residence Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,35 sqm,New,Cengkareng,2.0,3501000,IDR,2025-01-16,1,16,2025,1,monthly
New Furnished with City View at Studio Puri Orchard Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,5.0,Cengkareng,2.0,3990000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist Studio at Bintaro Park View Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,22 sqm,4.8,Pesanggrahan,2.0,4040000,IDR,2025-01-16,1,16,2025,1,monthly
Simply Studio at Green Park View Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,24 sqm,5.0,Daan Mogot,2.0,3152700,IDR,2025-01-16,1,16,2025,1,monthly
Unfurnished Studio at 12th Floor Tifolia Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,26 sqm,0,Pulo Gadung,0.0,2500000,IDR,2025-01-16,1,16,2025,1,monthly
Wonderful and Homey 2BR 1 @ Cik Ditiro Apartment By Travelio,1.0,BIG SALE,Apartment,2,2,Full Furnished,65 sqm,New,Menteng,3.0,17940000,IDR,2025-01-16,1,16,2025,1,monthly
Stunning Studio Apartment at Belmont Residence Puri By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Kembangan,2.0,4190000,IDR,2025-01-16,1,16,2025,1,monthly
2BR Unfurnished Apartment at Pluit Sea View By Travelio,1.0,GOOD DEAL,Apartment,2,1,Unfurnished,42 sqm,0,Pluit,0.0,2600000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Modern Look 2BR Apartment Sentra Timur Residence By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,36 sqm,5.0,Pulo Gebang,3.0,3040000,IDR,2025-01-16,1,16,2025,1,monthly
Newly Renovated 2BR Apartment Gading Nias Residence By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,35 sqm,4.9,Kelapa Gading,3.0,3140000,IDR,2025-01-16,1,16,2025,1,monthly
Good Deal and Well Design 2BR Green Pramuka City Apartment By Travelio,1.0,Limited Time,Apartment,2,1,Full Furnished,33 sqm,5.0,Cempaka Putih,3.0,4690000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Studio Room at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,4.9,PIK 2,2.0,3090000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Nice 2BR Apartment at Kalibata City By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,5.0,Kalibata,3.0,3900000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort 2BR at Menteng Square Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,30 sqm,New,Menteng,3.0,5240000,IDR,2025-01-16,1,16,2025,1,monthly
Restful and Cozy Studio at Green Palace Kalibata Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,4.8,Kalibata,2.0,4190000,IDR,2025-01-16,1,16,2025,1,monthly
Good Choice 1BR Pangeran Jayakarta Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,34 sqm,4.9,Mangga Dua,2.0,4050000,IDR,2025-01-16,1,16,2025,1,monthly
